target_variable,status,source_columns,expression,notes,lookup_table,measure
born_in_country,compatible,"Birth_country, SITE_ID","local({
  b <- toupper(trimws(Birth_country))
  home <- recode_values(
    as.integer(SITE_ID),
    1L ~ ""UNITED STATES|^USA$"",
    2L ~ ""ENGLAND|ENGALND|ENGLAQND|^UK|^U\\.K\\.$|^GB$|BRITAIN|BRITIAN|UNITED KINGDOM|WALES|SCOTLAND|NORTHERN IRELAND"",
    3L ~ ""AUSTRALIA"",
    4L ~ ""PORTUGAL"",
    5L ~ ""SOUTH +AFRICA|^RSA$"",
    6L ~ ""KENY"",
    8L ~ ""COLOMBIA|COOMBIA"",
    9L ~ ""BRASIL|BRAZIL"",
    10L ~ ""CANADA"",
    11L ~ ""CHINA"",
    12L ~ ""INDIA|BANGALORE|KERALA|TAMILNADU|CHENNAI|MUMBAI|KOLKATA|AGARA"",
    13L ~ ""SUOMI|SUOMESSA|FINLAND"",
    default = NA_character_
  )
  is_home <- mapply(function(pattern, text) grepl(pattern, text), home, b)
  case_when(is.na(b) | b %in% c("""", ""1"", ""NORTH AMERICA"") ~ ""Unknown"", is_home ~ ""Yes"", .default = ""No"")
})","Parent-reported free-text country of birth, matched to the site country (spelling variants, cities and UK nations count as Yes). Blank, '1' and 'North America' are Unknown (6.1%).",,
ses_area,unavailable,,,"Not collected; neighbourhood questionnaire covers perceived walkability, safety and collective efficacy only.",,
ses_household,proximate,"inclevel, SITE_ID","local({
  ridit <- stats::ave(as.numeric(inclevel), as.integer(SITE_ID), FUN = function(x) {
    r <- (rank(x, na.last = ""keep"") - 0.5) / sum(!is.na(x))
    if (!any(r >= 0.4 & r <= 0.6, na.rm = TRUE)) {
      r[r %in% r[which.min(abs(r - 0.5))]] <- 0.5
    }
    r
  })
  case_when(is.na(ridit) ~ ""Unknown"", ridit < 0.4 ~ ""Low"", ridit <= 0.6 ~ ""Medium"", .default = ""High"")
})","Four site-specific household income bands (inclevel) cut by within-site ridit: below 0.4 Low, 0.4-0.6 Medium, above 0.6 High; at the US, Australia and Portugal sites no band falls in 0.4-0.6, so band 2 (nearest 0.5) is Medium. Missing is Unknown (11%). Proximate: the within-site split misses 40/20/40 by more than 10 points at the US, UK, Australia and Portugal sites (Low 20-27%).",,
ses_household_measure,inferred,,"""Income: site-specific annual household income (4 bands)""",Parent-reported; band limits differ by site (CountrySpecLevel). See ses_household.,,
ses_hukou,unavailable,,,Hukou not asked at the China site.,,
maternal_education,compatible,"newmother_edu3, newmother_edu2","case_when(
  as.integer(newmother_edu3) == 1L ~ ""Secondary school or less"",
  as.integer(newmother_edu3) == 2L & as.integer(newmother_edu2) == 1L ~ ""Secondary school or less"",
  as.integer(newmother_edu3) == 2L & as.integer(newmother_edu2) == 2L ~ ""Post-secondary"",
  as.integer(newmother_edu3) == 3L ~ ""Bachelor degree or higher"",
  .default = ""Unknown""
)","Mother's education, already harmonised by ISCOLE across 12 site ladders. The 3-category variable's ambiguous middle level ('high school or some college') is split exactly using the 2-category variable. Written inline (needs both columns); vocabulary matches lookups/maternal_education.csv. Missing → Unknown.",,
paternal_education,compatible,"newfather_edu3, newfather_edu2","case_when(
  as.integer(newfather_edu3) == 1L ~ ""Secondary school or less"",
  as.integer(newfather_edu3) == 2L & as.integer(newfather_edu2) == 1L ~ ""Secondary school or less"",
  as.integer(newfather_edu3) == 2L & as.integer(newfather_edu2) == 2L ~ ""Post-secondary"",
  as.integer(newfather_edu3) == 3L ~ ""Bachelor degree or higher"",
  .default = ""Unknown""
)",Father's education; constructed exactly as maternal_education. Missing → Unknown.,,
parental_education,compatible,"High_edu_3cat, High_edu_2cat","case_when(
  as.integer(High_edu_3cat) == 1L ~ ""Secondary school or less"",
  as.integer(High_edu_3cat) == 2L & as.integer(High_edu_2cat) == 1L ~ ""Secondary school or less"",
  as.integer(High_edu_3cat) == 2L & as.integer(High_edu_2cat) == 2L ~ ""Post-secondary"",
  as.integer(High_edu_3cat) == 3L ~ ""Bachelor degree or higher"",
  .default = ""Unknown""
)","ISCOLE's own highest-of-either-parent variable, not derived from maternal/paternal; recoded as maternal_education. Missing → Unknown.",,
urbanicity,unavailable,,,"Not collected. Every site sampled within one metropolitan area, so urban/suburban but not distinguishable.",,
family_structure,compatible,"live_in_houseBioMother, live_in_houseBioFather, live_in_houseAdopMother, live_in_houseAdopFather, live_in_houseStepMother, live_in_houseStepFather","case_when(
  is.na(live_in_houseBioMother) ~ ""Unknown"",
  (coalesce(live_in_houseBioMother, 0) +
    coalesce(live_in_houseBioFather, 0) +
    coalesce(live_in_houseAdopMother, 0) +
    coalesce(live_in_houseAdopFather, 0)) >=
    2 ~ ""Two biological/adoptive parents"",
  (coalesce(live_in_houseStepMother, 0) + coalesce(live_in_houseStepFather, 0)) >= 1 &
    (coalesce(live_in_houseBioMother, 0) +
      coalesce(live_in_houseBioFather, 0) +
      coalesce(live_in_houseAdopMother, 0) +
      coalesce(live_in_houseAdopFather, 0)) >=
      1 ~ ""Step family"",
  (coalesce(live_in_houseBioMother, 0) +
    coalesce(live_in_houseBioFather, 0) +
    coalesce(live_in_houseAdopMother, 0) +
    coalesce(live_in_houseAdopFather, 0)) ==
    1 ~ ""Single parent"",
  .default = ""Other""
)","Twelve parent-reported household-membership checkboxes; a missing block is Unknown. Two or more biological/adoptive parents: Two biological/adoptive parents, whatever the step ticks; one plus a step-parent: Step family; exactly one: Single parent; none: Other (grandparent, relative, guardian or step-parent only).",,
fam_screenrules,unavailable,,,Not collected.,,
fam_bedroomscreen,compatible,"NHEQ_ElecTv, NHEQ_ElecComp, NHEQ_ElecVideoSys","case_when(
  as.integer(NHEQ_ElecTv) %in% 1L | as.integer(NHEQ_ElecComp) %in% 1L | as.integer(NHEQ_ElecVideoSys) %in% 1L ~ TRUE,
  as.integer(NHEQ_ElecTv) %in% 2L | as.integer(NHEQ_ElecComp) %in% 2L | as.integer(NHEQ_ElecVideoSys) %in% 2L ~ FALSE,
  .default = NA
)","Parent report: 'My child has a TV / computer / video game system (non-hand held) in his/her bedroom' (yes/no); TRUE if any is yes, FALSE if every answered item is no. Devices covered: TV, computer, non-handheld games console. The child's TV-only item (DIET_TvBedroom) is not used.",,
fam_parentstress,unavailable,,,Not collected.,,
fam_parentstress_measure,unavailable,,,See fam_parentstress.,,
school_grade,unavailable,,,"Not recorded; each site sampled the grade with the most 10-year-olds, which differs by country.",,
st_measure_type,inferred,,"""Categorical""","Hours/day in ordered bands (0 / <1 / 1 / 2 / 3 / 4 / 5+), converted to ISCOLE's published band scores.",,
st_measure_name,inferred,,"""Custom""",Bespoke items in the Diet and Lifestyle Questionnaire; not a named instrument.,,
st_responder,inferred,,"""Self""",Child-completed (item wording: 'how many hours did you watch TV'); demographic/neighbourhood forms are parent-completed.,,
st_total_wd,incompatible,"SchoolTV, SchoolComp",,"TV and computer/video-game items (SchoolTV, SchoolComp; mapped to st_watch_wd and st_game_wd) not summed (DR-0002).",,
st_total_we,incompatible,"WkendTV, WkendComp",,"TV and computer/video-game items (WkendTV, WkendComp; mapped to st_watch_we and st_game_we) not summed (DR-0002).",,
st_total,incompatible,ScreenScore,,ScreenScore is the study's sum of the TV and computer/game items (mapped to st_watch and st_game); not used (DR-0002).,,
st_watch_wd,partial,SchoolTV,as.numeric(SchoolTV),"'On a school day, how many hours did you watch TV?' (child report). Television only; viewing on other devices not asked (2011-2013). ISCOLE band score: did not watch 0, less than 1 hour 0.5, 1-4 hours as stated, top band '5 or more hours' = 5.",,
st_watch_we,partial,WkendTV,as.numeric(WkendTV),"'On a weekend day, how many hours did you watch TV?' (child report). Television only; viewing on other devices not asked (2011-2013). Bands as st_watch_wd; top band '5 or more hours' = 5.",,
st_watch,partial,TVscore,as.numeric(TVscore),TVscore = (5 x SchoolTV + 2 x WkendTV) / 7. Television only; viewing on other devices not asked (2011-2013). Bands as st_watch_wd; top band '5 or more hours' = 5.,,
st_game_wd,partial,SchoolComp,as.numeric(SchoolComp),"'On a school/weekend day, how many hours do you play video/computer games or use a computer for things other than school work?' Partial: bundles gaming on any device with other non-school computer use; excludes schoolwork. Mapped here, not to st_comp, as gaming dominates at 9-11 years; st_comp* incompatible to avoid double-counting. See st_watch_wd for band scoring.",,
st_game_we,partial,WkendComp,as.numeric(WkendComp),"Weekend-day item; see st_game_wd for wording, partial reasoning and scoring.",,
st_game,partial,CompScore,as.numeric(CompScore),"CompScore = (SchoolComp * 5 + WkendComp * 2) / 7, already the project's 5:2 convention. See st_game_wd for the item wording and partial reasoning.",,
st_game_comp_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_comp_we,unavailable,,,No device split; see st_game_we.,,
st_game_comp,unavailable,,,No device split; see st_game.,,
st_game_console_wd,unavailable,,,No device split; see st_game_wd.,,
st_game_console_we,unavailable,,,No device split; see st_game_we.,,
st_game_console,unavailable,,,No device split; see st_game.,,
st_game_handheldconsole_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_handheldconsole_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_handheldconsole,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_active_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_active_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_active,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_phone_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_phone_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_phone,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_tablet_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_tablet_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_game_tablet,unavailable,,,Not asked; only TV and computer/game items.,,
st_comp_nongaming_wd,incompatible,"SchoolComp, WkendComp, CompScore",,Non-gaming computer use is inside the combined gaming item; can't separate from gaming.,,
st_comp_nongaming_we,incompatible,"SchoolComp, WkendComp, CompScore",,Non-gaming computer use is inside the combined gaming item; can't separate from gaming.,,
st_comp_nongaming,incompatible,"SchoolComp, WkendComp, CompScore",,Non-gaming computer use is inside the combined gaming item; can't separate from gaming.,,
st_comp_wd,incompatible,"SchoolComp, WkendComp, CompScore",,"Bundles gaming with non-school computer use and excludes schoolwork, so not 'computer for any purpose'; mapped to st_game instead, not counted twice.",,
st_comp_we,incompatible,"SchoolComp, WkendComp, CompScore",,"Bundles gaming with non-school computer use and excludes schoolwork, so not 'computer for any purpose'; mapped to st_game instead, not counted twice.",,
st_comp,incompatible,"SchoolComp, WkendComp, CompScore",,"Bundles gaming with non-school computer use and excludes schoolwork, so not 'computer for any purpose'; mapped to st_game instead, not counted twice.",,
st_tablet_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_tablet_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_tablet,unavailable,,,Not asked; only TV and computer/game items.,,
st_phone_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_phone_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_phone,unavailable,,,Not asked; only TV and computer/game items.,,
st_socmedia_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_socmedia_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_socmedia,unavailable,,,Not asked; only TV and computer/game items.,,
st_educational_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_educational_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_educational,unavailable,,,Not asked; only TV and computer/game items.,,
st_work_wd,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_work_we,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_work,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_internet_wd,unavailable,,,Not asked; only TV and computer/game items.,,
st_internet_we,unavailable,,,Not asked; only TV and computer/game items.,,
st_internet,unavailable,,,Not asked; only TV and computer/game items.,,
st_videochat,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_messaging_wd,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_messaging_we,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_messaging,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_creating,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_email,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_shopping,unavailable,,,Not collected; screen items cover TV/computer games only.,,
st_total_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
st_educational_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
st_comp_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
st_tablet_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
st_internet_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
st_phone_school,unavailable,,,Not asked about time at school; ISCOLE's school-level files aren't part of this transfer.,,
acc_academachment_selfrated,incompatible,DIET_LastWkFeelWellAtSch,,"KIDSCREEN-10 item 9 (DIET_LastWkFeelWellAtSch) is a past-week school quality-of-life item on an intensity scale, counted in wb_qol_kidscreen10_self; not a rating of performance against peers.",,
acc_academachment_lettergrades,unavailable,,,Not measured.,,
acc_academachment_stdtest,unavailable,,,Not measured.,,
acc_schoolengage_caresschool,unavailable,,,Not measured.,,
acc_schoolengage_homework,unavailable,,,Not measured.,,
acc_schoolpressure_self,unavailable,,,Not collected.,,
acc_schoolbelonging_self,unavailable,,,Not collected.,,
acc_schoolbelonging_measure,unavailable,,,See acc_schoolbelonging_self.,,
acc_academachment_numgrades,unavailable,,,Not measured.,,
acc_academachment_teacherrated,unavailable,,,Not measured.,,
acc_numeracy_stdtest,unavailable,,,Not measured.,,
acc_literacy_stdtest,unavailable,,,Not measured.,,
beh_hyper_basc2,unavailable,,,Not measured.,,
beh_atten_basc2,unavailable,,,Not measured.,,
beh_atten_self,incompatible,DIET_LastWkFeelPayAttention,,Single KIDSCREEN item 'Have you been able to pay attention?' (higher = better); schema needs a multi-item total with higher = more problems.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,Not measured.,,
beh_bullied,unavailable,,,Not measured.,,
beh_beenbullied,unavailable,,,Not measured.,,
beh_beenbullied_online,unavailable,,,Not collected.,,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,unavailable,,,Not measured.,,
beh_truancy,unavailable,,,"Not collected; the NHEQ skipping-school item asks about neighbours, not the child.",,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,"Not collected; the NHEQ graffiti item asks about neighbours, not the child.",,
beh_alcohol_self,unavailable,,,Not collected.,,
beh_tobacco_self,unavailable,,,Not collected.,,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,Not measured.,,
beh_hyper_sdq_parent,unavailable,,,Not measured.,,
beh_peerprob_sdq_parent,unavailable,,,Not measured.,,
beh_prosocial_sdq_parent,unavailable,,,Not measured.,,
beh_aggphys_bpaq_self,unavailable,,,Not measured.,,
beh_aggverb_bpaq_self,unavailable,,,Not measured.,,
beh_agganger_bpaq_self,unavailable,,,Not measured.,,
beh_agghostility_bpaq_self,unavailable,,,Not measured.,,
beh_agg_self,unavailable,,,Not measured.,,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,unavailable,,,Not measured.,,
beh_persistence_finishwork,unavailable,,,Not measured.,,
beh_emotreg_stayscalm,unavailable,,,Not measured.,,
beh_peerprob_makefriends,unavailable,,,Not measured.,,
beh_conduct_diagnosed,unavailable,,,Not measured.,,
beh_conduct_diagnosed_severity,unavailable,,,Not measured.,,
beh_conduct_sdq_self,unavailable,,,Not measured.,,
beh_hyper_sdq_self,unavailable,,,Not measured.,,
beh_peerprob_sdq_self,unavailable,,,Not measured.,,
beh_prosocial_sdq_self,unavailable,,,Not measured.,,
beh_conduct_sdq_teacher,unavailable,,,Not measured.,,
beh_hyper_sdq_teacher,unavailable,,,Not measured.,,
beh_peerprob_sdq_teacher,unavailable,,,Not measured.,,
beh_prosocial_sdq_teacher,unavailable,,,Not measured.,,
beh_ext_sdq_parent,unavailable,,,Not measured.,,
beh_ext_sdq_self,unavailable,,,Not measured.,,
beh_ext_sdq_teacher,unavailable,,,Not measured.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_atten_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_rulebreak_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_ext_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_cbcl_measure,unavailable,,,CBCL not administered.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,Not measured.,,
cog_langexec_nepsy,unavailable,,,Not measured.,,
cog_phono_nepsy,unavailable,,,Not measured.,,
cog_inhibcont_nepsy,unavailable,,,Not measured.,,
cog_vismotor_nepsy,unavailable,,,Not measured.,,
cog_verbalfluency_nepsy,unavailable,,,Not measured.,,
cog_inhib_nihtb_flanker,unavailable,,,Not measured.,,
cog_flex_nihtb_dccs,unavailable,,,Not measured.,,
cog_wm_nihtb_listsort,unavailable,,,Not measured.,,
cog_speed_nihtb_pattern,unavailable,,,Not measured.,,
cog_epimem_nihtb_picseq,unavailable,,,Not measured.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not measured.,,
cog_fluidcomp_nihtb,unavailable,,,Not measured.,,
cog_crystcomp_nihtb,unavailable,,,Not measured.,,
cog_totalcomp_nihtb,unavailable,,,Not measured.,,
cog_wm_digitspan,unavailable,,,Not measured.,,
cog_iq_fullscale,unavailable,,,Not measured.,,
cog_vocab_bpvs,unavailable,,,Not measured.,,
cog_vocab_ppvt,unavailable,,,No cognitive testing.,,
cog_execfunc_brief_parent,unavailable,,,Not measured.,,
cog_vocab_bas_naming,unavailable,,,No cognitive testing.,,
cog_nonverbalreason_bas_picsim,unavailable,,,No cognitive testing.,,
cog_spatial_bas_pattern,unavailable,,,No cognitive testing.,,
cog_verbalreason_bas_versim,unavailable,,,No cognitive testing.,,
cog_schoolread_bracken,unavailable,,,No cognitive testing.,,
cog_creativethinking_stdtest,unavailable,,,No cognitive testing.,,
mh_anx_basc2,unavailable,,,Not measured.,,
mh_dep_basc2,unavailable,,,Not measured.,,
mh_emotsymp_sdq_parent,unavailable,,,Not measured.,,
mh_totaldiff_sdq_parent,unavailable,,,Not measured.,,
mh_anx_diagnosed,unavailable,,,Not measured.,,
mh_anx_diagnosed_severity,unavailable,,,Not measured.,,
mh_dep_diagnosed,unavailable,,,Not measured.,,
mh_dep_diagnosed_severity,unavailable,,,Not measured.,,
mh_emotsymp_sdq_self,unavailable,,,Not measured.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not measured.,,
mh_totaldiff_sdq_self,unavailable,,,Not measured.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not measured.,,
mh_int_sdq_parent,unavailable,,,Not measured.,,
mh_int_sdq_self,unavailable,,,Not measured.,,
mh_int_sdq_teacher,unavailable,,,Not measured.,,
mh_dep_smfq_self,unavailable,,,Not measured.,,
mh_dep_smfq_parent,unavailable,,,Not measured.,,
mh_dep_cdi_self,unavailable,,,Not measured.,,
mh_dep_cesd_self,unavailable,,,Not measured.,,
mh_dep_phq9_self,unavailable,,,Not measured.,,
mh_dep_rcads_self,unavailable,,,Not measured.,,
mh_dep_dass21_self,unavailable,,,Not measured.,,
mh_dep_scl_self,unavailable,,,Not measured.,,
mh_distress_k6_self,unavailable,,,Not measured.,,
mh_distress_k10_self,unavailable,,,Not measured.,,
mh_anx_masc_self,unavailable,,,Not measured.,,
mh_anx_scas_self,unavailable,,,Not measured.,,
mh_anx_scas_parent,unavailable,,,Not measured.,,
mh_anx_scared_self,unavailable,,,Not measured.,,
mh_anx_scared_parent,unavailable,,,Not measured.,,
mh_anx_gad7_self,unavailable,,,Not measured.,,
mh_anx_rcads_self,unavailable,,,Not measured.,,
mh_anx_dass21_self,unavailable,,,Not measured.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,incompatible,DIET_LastWkFeelSad,,"KIDSCREEN 'Did you feel sad?' (past week, 5 points) is a mood item, not a depression screen.",,
mh_dep_self,unavailable,,,No depression scale administered.,,
mh_dep_measure,unavailable,,,No depression scale administered.,,
mh_anx_self,unavailable,,,No anxiety scale administered.,,
mh_anx_measure,unavailable,,,No anxiety scale administered.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,DIET_LastWkFeelLonely,,"KIDSCREEN 'Did you feel lonely?' (past week) uses a 5-point intensity scale, not frequency.",,
mh_lonely_scale_self,unavailable,,,No loneliness scale administered.,,
mh_lonely_measure,unavailable,,,No loneliness scale administered.,,
mh_sad_self,incompatible,DIET_LastWkFeelSad,,"KIDSCREEN 'Did you feel sad?' (past week) uses a 5-point intensity scale, not frequency.",,
mh_worry_self,unavailable,,,Not collected.,,
mh_irritable_self,unavailable,,,Not collected.,,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,HBSC-SCL not administered.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not measured.,,
wb_mwb_wemwbs,unavailable,,,Not measured.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Not measured.,,
wb_resil_basc2,unavailable,,,Not measured.,,
wb_psychcomplaints_feellow,incompatible,DIET_LastWkFeelSad,,"KIDSCREEN-10 'Did you feel sad?' (past week, intensity scale) is not the HBSC-SCL item; scored in wb_qol_kidscreen10_self.",,
wb_psychcomplaints_irritable,unavailable,,,Not measured.,,
wb_psychcomplaints_nervous,unavailable,,,Not measured.,,
wb_psychcomplaints_diffsleep,unavailable,,,Not measured.,,
