target_variable,status,source_columns,expression,notes,lookup_table
acc_academachment_lettergrades,unavailable,,,Not in the supplied file.,
acc_academachment_stdtest,unavailable,,,Not in the supplied file.,
acc_schoolengage_caresschool,unavailable,,,Not in the supplied file.,
acc_schoolengage_homework,unavailable,,,Not in the supplied file.,
acc_academachment_numgrades,unavailable,,,,
acc_academachment_teacherrated,unavailable,,,,
acc_numeracy_stdtest,unavailable,,,,
acc_literacy_stdtest,unavailable,,,,
beh_hyper_basc2,unavailable,,,,
beh_atten_basc2,unavailable,,,,
beh_atten_self,unavailable,,,Not in the supplied file.,
beh_selfreg_htks,unavailable,,,,
beh_bullied,unavailable,,,,
beh_beenbullied,unavailable,,,,
beh_beenbullied_online,unavailable,,,Not in the supplied file.,
beh_bullied_online,unavailable,,,Not in the supplied file.,
beh_fight,unavailable,,,,
beh_truancy,unavailable,,,Not in the supplied file.,
beh_stealing,unavailable,,,Not in the supplied file.,
beh_vandalism,unavailable,,,Not in the supplied file.,
beh_conduct_sdq_parent,unavailable,,,,
beh_hyper_sdq_parent,unavailable,,,,
beh_peerprob_sdq_parent,unavailable,,,,
beh_prosocial_sdq_parent,unavailable,,,,
beh_aggphys_bpaq_self,unavailable,,,,
beh_aggverb_bpaq_self,unavailable,,,,
beh_agganger_bpaq_self,unavailable,,,,
beh_agghostility_bpaq_self,unavailable,,,,
beh_agg_self,unavailable,,,Not in the supplied file.,
beh_argues,unavailable,,,Not in the supplied file.,
beh_persistence_finishwork,unavailable,,,Not in the supplied file.,
beh_emotreg_stayscalm,unavailable,,,Not in the supplied file.,
beh_peerprob_makefriends,unavailable,,,Not in the supplied file.,
beh_conduct_diagnosed,unavailable,,,Not in the supplied file.,
beh_conduct_diagnosed_severity,unavailable,,,Not in the supplied file.,
beh_conduct_sdq_self,unavailable,,,,
beh_hyper_sdq_self,unavailable,,,,
beh_peerprob_sdq_self,unavailable,,,,
beh_prosocial_sdq_self,unavailable,,,,
beh_conduct_sdq_teacher,unavailable,,,,
beh_hyper_sdq_teacher,unavailable,,,,
beh_peerprob_sdq_teacher,unavailable,,,,
beh_prosocial_sdq_teacher,unavailable,,,,
beh_ext_sdq_parent,unavailable,,,,
beh_ext_sdq_self,unavailable,,,,
beh_ext_sdq_teacher,unavailable,,,,
beh_agg_cbcl_parent,unavailable,,,No parent report.,
beh_atten_cbcl_parent,unavailable,,,No parent report.,
beh_rulebreak_cbcl_parent,unavailable,,,No parent report.,
beh_ext_cbcl_parent,unavailable,,,No parent report.,
beh_cbcl_measure,unavailable,,,No CBCL scores.,
beh_prosocial_online_self,unavailable,,,Not in the supplied file.,
beh_prosocial_online_measure,unavailable,,,No online prosocial score.,
cog_execfunc_basc2,unavailable,,,,
cog_langexec_nepsy,unavailable,,,,
cog_phono_nepsy,unavailable,,,,
cog_inhibcont_nepsy,unavailable,,,,
cog_vismotor_nepsy,unavailable,,,,
cog_verbalfluency_nepsy,unavailable,,,,
cog_inhib_nihtb_flanker,unavailable,,,,
cog_flex_nihtb_dccs,unavailable,,,,
cog_wm_nihtb_listsort,unavailable,,,,
cog_speed_nihtb_pattern,unavailable,,,,
cog_epimem_nihtb_picseq,unavailable,,,,
cog_vocab_nihtb_picvocab,unavailable,,,,
cog_fluidcomp_nihtb,unavailable,,,,
cog_crystcomp_nihtb,unavailable,,,,
cog_totalcomp_nihtb,unavailable,,,,
cog_wm_digitspan,unavailable,,,,
cog_iq_fullscale,unavailable,,,,
cog_vocab_bpvs,unavailable,,,,
cog_vocab_ppvt,unavailable,,,Not collected.,
cog_execfunc_brief_parent,unavailable,,,,
cog_vocab_bas_naming,unavailable,,,Not collected.,
cog_nonverbalreason_bas_picsim,unavailable,,,Not collected.,
cog_spatial_bas_pattern,unavailable,,,Not collected.,
cog_verbalreason_bas_versim,unavailable,,,Not collected.,
cog_schoolread_bracken,unavailable,,,Not collected.,
cog_creativethinking_stdtest,unavailable,,,Not collected.,
mh_anx_basc2,unavailable,,,,
mh_dep_basc2,unavailable,,,,
mh_emotsymp_sdq_parent,unavailable,,,,
mh_totaldiff_sdq_parent,unavailable,,,,
mh_anx_diagnosed,unavailable,,,Not in the supplied file.,
mh_anx_diagnosed_severity,unavailable,,,Not in the supplied file.,
mh_dep_diagnosed,unavailable,,,Not in the supplied file.,
mh_dep_diagnosed_severity,unavailable,,,Not in the supplied file.,
mh_emotsymp_sdq_self,unavailable,,,,
mh_emotsymp_sdq_teacher,unavailable,,,,
mh_totaldiff_sdq_self,unavailable,,,,
mh_totaldiff_sdq_teacher,unavailable,,,,
mh_int_sdq_parent,unavailable,,,,
mh_int_sdq_self,unavailable,,,,
mh_int_sdq_teacher,unavailable,,,,
mh_dep_smfq_self,unavailable,,,,
mh_dep_smfq_parent,unavailable,,,,
mh_dep_cdi_self,unavailable,,,,
mh_dep_cesd_self,unavailable,,,,
mh_dep_phq9_self,unavailable,,,,
mh_dep_rcads_self,unavailable,,,,
mh_dep_dass21_self,unavailable,,,,
mh_dep_scl_self,unavailable,,,Not collected.,
mh_distress_k6_self,unavailable,,,,
mh_distress_k10_self,unavailable,,,,
mh_anx_masc_self,unavailable,,,,
mh_anx_scas_self,unavailable,,,,
mh_anx_scas_parent,unavailable,,,No parent report.,
mh_anx_scared_self,unavailable,,,,
mh_anx_scared_parent,unavailable,,,,
mh_anx_gad7_self,unavailable,,,,
mh_anx_rcads_self,unavailable,,,,
mh_anx_dass21_self,unavailable,,,,
mh_anxdep_cbcl_parent,unavailable,,,No parent report.,
mh_int_cbcl_parent,unavailable,,,No parent report.,
mh_dep_binary_self,unavailable,,,Not in the supplied file.,
mh_dep_self,unavailable,,,Not in the supplied file.,
mh_dep_measure,unavailable,,,No depression score.,
mh_anx_self,unavailable,,,Not in the supplied file.,
mh_anx_measure,unavailable,,,No anxiety score.,
mh_depanx_diagnosed,unavailable,,,Not in the supplied file.,
mh_stress_self,unavailable,,,Not in the supplied file.,
mh_lonely_self,unavailable,,,Not in the supplied file.,
mh_lonely_scale_self,unavailable,,,Not in the supplied file.,
mh_lonely_measure,unavailable,,,No loneliness score.,
mh_sad_self,unavailable,,,Not in the supplied file.,
mh_worry_self,unavailable,,,Not in the supplied file.,
mh_irritable_self,unavailable,,,Not in the supplied file.,
mh_nobodycares_self,unavailable,,,Not in the supplied file.,
mh_lifenotworth_self,unavailable,,,Not in the supplied file.,
mh_suicide_ideation_self,unavailable,,,Not in the supplied file.,
mh_suicide_attempt_self,unavailable,,,Not in the supplied file.,
mh_psychsom_hbscscl_self,unavailable,,,Not collected.,
mh_psychsom_measure,unavailable,,,No HBSC-SCL score.,
wb_emotsc_basc2,unavailable,,,,
wb_mwb_wemwbs,compatible,mwb,mwb,,
wb_lifesatisfaction_cantrilladder,unavailable,,,,
wb_resil_basc2,unavailable,,,,
wb_psychcomplaints_feellow,unavailable,,,,
wb_psychcomplaints_irritable,unavailable,,,,
wb_psychcomplaints_nervous,unavailable,,,,
wb_psychcomplaints_diffsleep,unavailable,,,,
wb_bodyimage,unavailable,,,,
wb_lifesat_slss_self,unavailable,,,,
wb_lifesat_swls_self,unavailable,,,Not collected.,
wb_lifesat_singleitem_self,unavailable,,,Not in the supplied file.,
wb_domainsat_schoolwork_self,unavailable,,,Not in the supplied file.,
wb_domainsat_appearance_self,unavailable,,,Not in the supplied file.,
wb_domainsat_family_self,unavailable,,,Not in the supplied file.,
wb_domainsat_friends_self,unavailable,,,Not in the supplied file.,
wb_domainsat_school_self,unavailable,,,Not in the supplied file.,
wb_qol_pedsql_self,unavailable,,,,
wb_qol_pedsql_parent,unavailable,,,,
wb_qol_kidscreen10_self,unavailable,,,,
wb_qol_kidscreen10_parent,unavailable,,,No parent report.,
wb_selfesteem_rosenberg_self,unavailable,,,,
wb_selfesteem_self,incompatible,WBGoodme,,Only the WEMWBS item 'feeling good about myself'; no self-esteem scale.,
wb_selfesteem_measure,unavailable,,,No self-esteem score.,
wb_selfefficacy_gse_self,unavailable,,,,
wb_selfefficacy_self,unavailable,,,Not in the supplied file.,
wb_selfefficacy_measure,unavailable,,,No self-efficacy score.,
wb_mwb_who5_self,unavailable,,,Mental wellbeing measured with WEMWBS (mapped to wb_mwb_wemwbs) rather than WHO-5,
wb_happiness_shs_self,unavailable,,,Not collected.,
wb_mwb_swemwbs_self,compatible,"WBOptimf, WBUseful, WBRelax, WBDealpr, WBThkclr, WBClsep, WBMkmind","lookup_values(
  as.numeric(WBOptimf) +
    as.numeric(WBUseful) +
    as.numeric(WBRelax) +
    as.numeric(WBDealpr) +
    as.numeric(WBThkclr) +
    as.numeric(WBClsep) +
    as.numeric(WBMkmind),
  lookup_swemwbs_metric
)","The 7 SWEMWBS items within the 14-item WEMWBS (past 2 weeks, 1-5). Raw sum converted to the published metric score via lookups/swemwbs_metric.csv; NA if any item is missing.",swemwbs_metric
wb_selfratedhealth_self,unavailable,,,Not in the supplied file.,
wb_posaffect_self,incompatible,"WBCheer, WBRelax, WBOptimf",,Only single WEMWBS items (e.g. 'feeling cheerful'); no positive-affect scale.,
wb_posaffect_measure,unavailable,,,No positive-affect score.,
wb_eudaimonic_self,unavailable,,,Not collected.,
wb_eudaimonic_measure,unavailable,,,No eudaimonic wellbeing score.,
